EmployeeNumber,EmployeeName,Department,JobRole,Attrition_Prob,Risk,occupation_title,gap_count,skill_gap,recommendation
1976,Aisha Nair,Research & Development,Research Scientist,0.044,LOW,Natural Sciences Managers,2,"Microsoft Office software, Reading Comprehension",Priority: Microsoft Office software -> Microsoft Office Essentials
1979,Ivan Rivera (1979),Research & Development,Research Director,0.005,LOW,Natural Sciences Managers,4,"Critical Thinking, Microsoft Excel, Reading Comprehension, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1980,Michelle Dubois (1980),Research & Development,Manufacturing Director,0.584,MEDIUM,Industrial Production Managers,4,"Active Listening, Learning Strategies, Microsoft Excel, Microsoft Office software",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1981,Charles Patel,Research & Development,Healthcare Representative,0.484,MEDIUM,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4,"Active Learning, Microsoft Excel, Microsoft Office software, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1982,Donald Young,Research & Development,Laboratory Technician,0.106,LOW,Chemical Technicians,2,"Critical Thinking, Monitoring",Priority: Critical Thinking -> Structured Problem Solving workshop
1985,John Carter (1985),Research & Development,Laboratory Technician,0.709,HIGH,Chemical Technicians,4,"Critical Thinking, Microsoft Excel, Microsoft Office software, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1986,Hassan Rivera,Sales,Sales Executive,0.109,LOW,Sales Managers,4,"Active Learning, Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension",Priority: Reading Comprehension -> Business Writing & Comprehension
1987,Klara Yang,Human Resources,Human Resources,0.37,MEDIUM,Human Resources Specialists,4,"Microsoft Office software, Reading Comprehension, Speaking, Writing",Priority: Microsoft Office software -> Microsoft Office Essentials
1989,Park Miller,Research & Development,Laboratory Technician,0.084,LOW,Chemical Technicians,4,"Critical Thinking, Monitoring, Reading Comprehension, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
1992,Sergei Williams,Research & Development,Laboratory Technician,0.264,LOW,Chemical Technicians,4,"Active Listening, Critical Thinking, Reading Comprehension, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
1993,Hassan Ibrahim,Research & Development,Healthcare Representative,0.204,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2,"Critical Thinking, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
1994,Christopher Chowdhury,Research & Development,Laboratory Technician,0.239,LOW,Chemical Technicians,2,"Active Listening, Microsoft Excel",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1995,Priya Wang,Sales,Sales Executive,0.024,LOW,Sales Managers,3,"Active Learning, Critical Thinking, Microsoft Excel",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1996,Kim Clark,Sales,Sales Representative,0.27,LOW,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2,"Active Listening, Microsoft Office software",Priority: Active Listening -> Active Listening for Managers
1997,Park Wang,Research & Development,Manufacturing Director,0.508,MEDIUM,Industrial Production Managers,2,"Microsoft Excel, Microsoft Office software",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
1998,Zhang Mitchell (1998),Research & Development,Research Scientist,0.664,HIGH,Natural Sciences Managers,3,"Critical Thinking, Microsoft PowerPoint, Monitoring",Priority: Critical Thinking -> Structured Problem Solving workshop
1999,Choi Smith,Research & Development,Research Scientist,0.042,LOW,Natural Sciences Managers,2,"Microsoft PowerPoint, Science",Priority: Microsoft PowerPoint -> Presentation Design Fundamentals
2000,Elena Anderson (2000),Research & Development,Research Director,0.001,LOW,Natural Sciences Managers,2,"Microsoft Excel, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2003,Zhang Park,Research & Development,Laboratory Technician,0.723,HIGH,Chemical Technicians,3,"Critical Thinking, Reading Comprehension, Science",Priority: Critical Thinking -> Structured Problem Solving workshop
2007,Yusuf Muller,Research & Development,Research Scientist,0.074,LOW,Natural Sciences Managers,2,"Critical Thinking, Microsoft PowerPoint",Priority: Critical Thinking -> Structured Problem Solving workshop
2008,Matthew Iyer,Research & Development,Research Scientist,0.076,LOW,Natural Sciences Managers,1,Writing,Priority: Writing -> Business Writing Essentials
2009,Ali Jones,Research & Development,Healthcare Representative,0.464,MEDIUM,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4,"Microsoft Excel, Microsoft Outlook, Reading Comprehension, Salesforce software",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2010,Pooja Sanchez,Research & Development,Laboratory Technician,0.905,HIGH,Chemical Technicians,4,"Active Listening, Critical Thinking, Microsoft Office software, Science",Priority: Critical Thinking -> Structured Problem Solving workshop
2012,Aisha Chen,Research & Development,Laboratory Technician,0.555,MEDIUM,Chemical Technicians,4,"Critical Thinking, Microsoft Outlook, Monitoring, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
2013,Camila Thomas,Sales,Sales Representative,0.643,HIGH,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",4,"Active Learning, Reading Comprehension, Salesforce software, Speaking",Priority: Reading Comprehension -> Business Writing & Comprehension
2014,Patricia Hall (2014),Research & Development,Research Scientist,0.49,MEDIUM,Natural Sciences Managers,1,Science,Priority: Science -> Domain Science Fundamentals (role-specific)
2015,Jonas Kim,Research & Development,Research Director,0.015,LOW,Natural Sciences Managers,3,"Active Listening, Critical Thinking, Science",Priority: Critical Thinking -> Structured Problem Solving workshop
2016,Sanjay Wang,Sales,Sales Executive,0.054,LOW,Sales Managers,1,Speaking,Priority: Speaking -> Public Speaking & Presentation Skills
2017,Jonas Zhao (2017),Research & Development,Research Director,0.03,LOW,Natural Sciences Managers,1,Active Listening,Priority: Active Listening -> Active Listening for Managers
2018,George Lopez,Sales,Sales Executive,0.273,LOW,Sales Managers,3,"Critical Thinking, Microsoft Office software, Monitoring",Priority: Critical Thinking -> Structured Problem Solving workshop
2019,Marta Gonzalez,Sales,Sales Representative,0.151,LOW,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",4,"Active Learning, Critical Thinking, Microsoft Excel, Speaking",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2020,Arjun Robinson,Research & Development,Research Scientist,0.686,HIGH,Natural Sciences Managers,3,"Critical Thinking, Microsoft Office software, Science",Priority: Critical Thinking -> Structured Problem Solving workshop
2021,Noor Patel,Sales,Sales Representative,0.931,HIGH,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2,"Microsoft Office software, Speaking",Priority: Microsoft Office software -> Microsoft Office Essentials
2022,Arjun White (2022),Research & Development,Manager,0.059,LOW,General and Operations Managers,4,"Active Learning, Microsoft Excel, Microsoft Office software, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2023,Ashley Jackson,Sales,Sales Representative,0.959,HIGH,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",4,"Critical Thinking, Microsoft Excel, Salesforce software, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2024,Joseph Roberts,Sales,Sales Executive,0.158,LOW,Sales Managers,2,"Critical Thinking, Reading Comprehension",Priority: Critical Thinking -> Structured Problem Solving workshop
2025,Hassan Chowdhury,Research & Development,Manufacturing Director,0.051,LOW,Industrial Production Managers,1,Speaking,Priority: Speaking -> Public Speaking & Presentation Skills
2026,Ravi Rahman,Research & Development,Healthcare Representative,0.003,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4,"Active Listening, Critical Thinking, Microsoft Excel, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2027,Noor Kowalski (2027),Research & Development,Research Scientist,0.593,MEDIUM,Natural Sciences Managers,4,"Critical Thinking, Microsoft Excel, Microsoft PowerPoint, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2031,Yusuf Huang,Research & Development,Manager,0.512,MEDIUM,General and Operations Managers,3,"Microsoft Office software, Microsoft PowerPoint, Monitoring",Priority: Microsoft Office software -> Microsoft Office Essentials
2032,Kenneth Rivera (2032),Research & Development,Laboratory Technician,0.535,MEDIUM,Chemical Technicians,3,"Microsoft Excel, Microsoft Office software, Science",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2034,George Mitchell,Research & Development,Manufacturing Director,0.147,LOW,Industrial Production Managers,5,"Active Listening, Microsoft Excel, Microsoft PowerPoint, Monitoring, Speaking",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2035,Omar Thomas,Sales,Sales Executive,0.089,LOW,Sales Managers,4,"Critical Thinking, Microsoft Excel, Microsoft PowerPoint, Monitoring",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2036,Jennifer Hill (2036),Sales,Sales Executive,0.081,LOW,Sales Managers,1,Active Learning,Priority: Active Learning -> Learning How to Learn
2037,Zhang Flores,Sales,Sales Executive,0.043,LOW,Sales Managers,1,Critical Thinking,Priority: Critical Thinking -> Structured Problem Solving workshop
2038,Mark Roberts,Research & Development,Research Scientist,0.284,LOW,Natural Sciences Managers,2,"Active Listening, Writing",Priority: Active Listening -> Active Listening for Managers
2040,Sanjay Hill,Human Resources,Human Resources,0.76,HIGH,Human Resources Specialists,2,"Active Learning, Microsoft Excel",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2041,Elena Robinson (2041),Sales,Sales Executive,0.109,LOW,Sales Managers,3,"Active Listening, Critical Thinking, Microsoft Office software",Priority: Critical Thinking -> Structured Problem Solving workshop
2044,Michelle Hernandez,Sales,Sales Executive,0.231,LOW,Sales Managers,3,"Critical Thinking, Monitoring, Speaking",Priority: Critical Thinking -> Structured Problem Solving workshop
2045,Kenneth Rivera (2045),Sales,Sales Executive,0.596,MEDIUM,Sales Managers,1,Microsoft PowerPoint,Priority: Microsoft PowerPoint -> Presentation Design Fundamentals
2046,Wang Scott (2046),Sales,Sales Executive,0.579,MEDIUM,Sales Managers,3,"Microsoft Excel, Microsoft Outlook, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2048,Daniel Patel,Research & Development,Research Scientist,0.057,LOW,Natural Sciences Managers,2,"Active Listening, Writing",Priority: Active Listening -> Active Listening for Managers
2049,Neha Smith,Research & Development,Healthcare Representative,0.277,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4,"Active Listening, Critical Thinking, Microsoft Office software, Microsoft Outlook",Priority: Critical Thinking -> Structured Problem Solving workshop
2051,Stephanie Thompson,Research & Development,Research Scientist,0.008,LOW,Natural Sciences Managers,2,"Microsoft Excel, Science",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
2052,Timothy Moreau,Research & Development,Research Scientist,0.083,LOW,Natural Sciences Managers,3,"Active Listening, Reading Comprehension, Writing",Priority: Active Listening -> Active Listening for Managers
2053,Elizabeth Chowdhury,Research & Development,Laboratory Technician,0.752,HIGH,Chemical Technicians,2,"Active Listening, Writing",Priority: Active Listening -> Active Listening for Managers
2054,Ananya Walker,Research & Development,Research Scientist,0.534,MEDIUM,Natural Sciences Managers,3,"Critical Thinking, Microsoft PowerPoint, Science",Priority: Critical Thinking -> Structured Problem Solving workshop
2055,Piotr Moore (2055),Sales,Sales Executive,0.912,HIGH,Sales Managers,2,"Active Learning, Critical Thinking",Priority: Critical Thinking -> Structured Problem Solving workshop
2056,Neha Sanchez,Sales,Sales Executive,0.658,HIGH,Sales Managers,2,"Active Learning, Monitoring",Priority: Monitoring -> Performance Monitoring & KPIs
2057,Sofia Ali,Research & Development,Manufacturing Director,0.092,LOW,Industrial Production Managers,1,Monitoring,Priority: Monitoring -> Performance Monitoring & KPIs
2060,Paul Mitchell,Sales,Sales Representative,0.327,MEDIUM,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1,Writing,Priority: Writing -> Business Writing Essentials
2061,Paul Lee (2061),Research & Development,Laboratory Technician,0.26,LOW,Chemical Technicians,4,"Critical Thinking, Monitoring, Science, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
2062,Kenneth Park,Research & Development,Healthcare Representative,0.118,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1,Reading Comprehension,Priority: Reading Comprehension -> Business Writing & Comprehension
2064,Park Siddiqui,Research & Development,Manufacturing Director,0.628,HIGH,Industrial Production Managers,2,"Microsoft Outlook, Microsoft PowerPoint",Priority: Microsoft PowerPoint -> Presentation Design Fundamentals
